Sr.No,Round,Institute,Program,Stream,Quota,Category,Seat Gender,Opening Rank,Closing Rank,Remark
3950,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,204122.0,212509.0,Fresh and Upgraded Only
3951,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,344122.0,344122.0,Fresh and Upgraded Only
3952,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,181742.0,214776.0,Fresh and Upgraded Only
3953,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,164534.0,201210.0,Fresh and Upgraded Only
3954,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,570911.0,570911.0,Fresh and Upgraded Only
3955,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,312218.0,418792.0,Fresh and Upgraded Only
3956,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,ST,Both Male and Female Seats,1089120.0,1089120.0,Fresh and Upgraded Only
3957,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,126607.0,135246.0,Fresh and Upgraded Only
3958,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,302417.0,369692.0,Fresh and Upgraded Only
3959,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,BC(Girl),Female Seats,641491.0,677985.0,Fresh and Upgraded Only
3960,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,502558.0,552587.0,Fresh and Upgraded Only
3961,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,EWS(GL),Female Seats,703765.0,703765.0,Fresh and Upgraded Only
3962,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,485407.0,521541.0,Fresh and Upgraded Only
3963,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,421906.0,634288.0,Fresh and Upgraded Only
3964,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,375721.0,482749.0,Fresh and Upgraded Only
3965,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,523574.0,1005720.0,Fresh and Upgraded Only
3966,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,263360.0,301400.0,Fresh and Upgraded Only
3967,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,203076.0,276100.0,Fresh and Upgraded Only
3968,Round 2,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.Tech,Home State,BC(Girl),Female Seats,449873.0,484823.0,Fresh and Upgraded Only
