Sr.No,Round,Institute,Program,Stream,Quota,Category,Seat Gender,Opening Rank,Closing Rank,Remark
8814,Round 4,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,703746.0,703746.0,Fresh and Upgraded Only
8815,Round 4,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,601486.0,625748.0,Fresh and Upgraded Only
8816,Round 4,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,357413.0,357413.0,Fresh and Upgraded Only
8817,Round 4,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,502964.0,509259.0,Fresh and Upgraded Only
8818,Round 4,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN(GIRL),Female Seats,927096.0,936052.0,Fresh and Upgraded Only
8819,Round 4,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,313615.0,313615.0,Fresh and Upgraded Only
8820,Round 4,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,393622.0,393622.0,Fresh and Upgraded Only
8821,Round 4,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,302663.0,303459.0,Fresh and Upgraded Only
8822,Round 4,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,580985.0,587691.0,Fresh and Upgraded Only
8823,Round 4,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN(GIRL),Female Seats,781594.0,781594.0,Fresh and Upgraded Only
8824,Round 4,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,327309.0,347429.0,Fresh and Upgraded Only
8825,Round 4,"KANPUR INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,578557.0,578557.0,Fresh and Upgraded Only
8826,Round 4,"KANPUR INSTITUTE OF TECHNOLOGY,KANPUR",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,799855.0,799855.0,Fresh and Upgraded Only
8827,Round 4,"KANPUR INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,581097.0,581097.0,Fresh and Upgraded Only
8828,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,106376.0,108822.0,Fresh and Upgraded Only
8829,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science and Engineering,B.Tech,Home State,BC(AF),Both Male and Female Seats,283581.0,331246.0,Fresh and Upgraded Only
8830,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,163487.0,170520.0,Fresh and Upgraded Only
8831,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,146678.0,149830.0,Fresh and Upgraded Only
8832,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science and Engineering,B.Tech,Home State,EWS(AF),Both Male and Female Seats,458722.0,458722.0,Fresh and Upgraded Only
8833,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,152488.0,152488.0,Fresh and Upgraded Only
8834,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,162006.0,282958.0,Fresh and Upgraded Only
8835,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,140718.0,143250.0,Fresh and Upgraded Only
8836,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,125318.0,129286.0,Fresh and Upgraded Only
8837,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,313806.0,316830.0,Fresh and Upgraded Only
8838,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,95905.0,101018.0,Fresh and Upgraded Only
8839,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,150172.0,156096.0,Fresh and Upgraded Only
8840,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Information Technology,B.Tech,Home State,BC(AF),Both Male and Female Seats,388168.0,388168.0,Fresh and Upgraded Only
8841,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,185433.0,188492.0,Fresh and Upgraded Only
8842,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,191388.0,191388.0,Fresh and Upgraded Only
8843,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,183094.0,188786.0,Fresh and Upgraded Only
8844,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Information Technology,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,383394.0,383394.0,Fresh and Upgraded Only
8845,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,181981.0,181981.0,Fresh and Upgraded Only
8846,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,175455.0,179323.5,Fresh and Upgraded Only
8847,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,394367.0,409128.0,Fresh and Upgraded Only
8848,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Chemical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,254736.0,279955.0,Fresh and Upgraded Only
8849,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Chemical Engineering,B.Tech,Home State,BC(Girl),Female Seats,460085.0,460085.0,Fresh and Upgraded Only
8850,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Chemical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,510096.0,633493.0,Fresh and Upgraded Only
8851,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Chemical Engineering,B.Tech,Home State,EWS(GL),Female Seats,403996.0,561657.0,Fresh and Upgraded Only
8852,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Chemical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,525556.0,630448.0,Fresh and Upgraded Only
8853,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Chemical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,338491.0,352110.0,Fresh and Upgraded Only
8854,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Chemical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,354472.0,433468.0,Fresh and Upgraded Only
8855,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,169958.0,193950.0,Fresh and Upgraded Only
8856,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Electronics Engineering,B.Tech,Home State,BC(Girl),Female Seats,249486.0,249486.0,Fresh and Upgraded Only
8857,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Electronics Engineering,B.Tech,Home State,BC,Both Male and Female Seats,226526.0,248716.0,Fresh and Upgraded Only
8858,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Electronics Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,234835.0,237529.0,Fresh and Upgraded Only
8859,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Electronics Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,212380.0,212380.0,Fresh and Upgraded Only
8860,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Electronics Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,209219.0,224425.0,Fresh and Upgraded Only
8861,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Electronics Engineering,B.Tech,Home State,SC(Girl),Female Seats,552268.0,552268.0,Fresh and Upgraded Only
8862,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Electronics Engineering,B.Tech,Home State,SC,Both Male and Female Seats,451044.0,451044.0,Fresh and Upgraded Only
8863,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,138552.0,140287.0,Fresh and Upgraded Only
8864,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,BC(AF),Both Male and Female Seats,345944.0,345944.0,Fresh and Upgraded Only
8865,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,BC,Both Male and Female Seats,172781.0,174862.0,Fresh and Upgraded Only
8866,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,162058.0,162058.0,Fresh and Upgraded Only
8867,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,289905.0,289905.0,Fresh and Upgraded Only
8868,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,158659.0,159080.0,Fresh and Upgraded Only
8869,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,SC,Both Male and Female Seats,344878.0,365249.0,Fresh and Upgraded Only
8870,Round 4,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR HANDICAPPEDS,KANPUR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,103567.0,103948.0,Fresh and Upgraded Only
8871,Round 4,"FEROZ GANDHI INSTITUTE OF ENGINEERING &amp;TECHNOLOGY,RAIBAREILLY",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,490231.0,534673.0,Fresh and Upgraded Only
8872,Round 4,"FEROZ GANDHI INSTITUTE OF ENGINEERING &amp;TECHNOLOGY,RAIBAREILLY",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,892496.0,892496.0,Fresh and Upgraded Only
8873,Round 4,"CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING &amp; TECHNOLOGY (CIPET), LUCKNOW",Plastic Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1041072.0,1041072.0,Fresh and Upgraded Only
8874,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,121277.0,123916.5,Fresh and Upgraded Only
8875,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,214789.0,216465.0,Fresh and Upgraded Only
8876,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,176940.0,202607.0,Fresh and Upgraded Only
8877,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,179554.0,195891.0,Fresh and Upgraded Only
8878,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,207520.0,207520.0,Fresh and Upgraded Only
8879,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,123950.0,158256.0,Fresh and Upgraded Only
8880,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,166459.0,170364.0,Fresh and Upgraded Only
8881,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,697400.0,697400.0,Fresh and Upgraded Only
8882,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Electrical &amp; Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,388186.0,422792.0,Fresh and Upgraded Only
8883,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Electrical &amp; Electronics Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,888148.0,1083075.0,Fresh and Upgraded Only
8884,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,269785.0,277844.0,Fresh and Upgraded Only
8885,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,Home State,BC,Both Male and Female Seats,601754.0,650201.0,Fresh and Upgraded Only
8886,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,522936.0,565505.0,Fresh and Upgraded Only
8887,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,437812.0,442129.0,Fresh and Upgraded Only
8888,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,436062.0,482583.0,Fresh and Upgraded Only
8889,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,200074.0,233375.0,Fresh and Upgraded Only
8890,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,191546.0,197913.0,Fresh and Upgraded Only
8891,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,BC(Girl),Female Seats,384788.0,384788.0,Fresh and Upgraded Only
8892,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,344780.0,363363.0,Fresh and Upgraded Only
8893,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,309764.0,309764.0,Fresh and Upgraded Only
8894,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,315523.0,325699.0,Fresh and Upgraded Only
8895,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,379038.0,386015.0,Fresh and Upgraded Only
8896,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,285353.0,286749.0,Fresh and Upgraded Only
8897,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,297648.0,311566.0,Fresh and Upgraded Only
8898,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,129747.0,133011.0,Fresh and Upgraded Only
8899,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,477513.0,485227.0,Fresh and Upgraded Only
8900,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,163979.0,166930.0,Fresh and Upgraded Only
8901,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,BC(AF),Both Male and Female Seats,339258.0,339258.0,Fresh and Upgraded Only
8902,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,BC(Girl),Female Seats,331042.0,331042.0,Fresh and Upgraded Only
8903,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,BC,Both Male and Female Seats,277138.0,289351.0,Fresh and Upgraded Only
8904,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,EWS(GL),Female Seats,241744.0,272518.0,Fresh and Upgraded Only
8905,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,251403.0,263491.0,Fresh and Upgraded Only
8906,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,309921.0,314826.0,Fresh and Upgraded Only
8907,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN(GIRL),Female Seats,210043.0,227719.0,Fresh and Upgraded Only
8908,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN,Both Male and Female Seats,242134.0,250960.0,Fresh and Upgraded Only
8909,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,120553.0,120553.0,Fresh and Upgraded Only
8910,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,All India,OPEN,Both Male and Female Seats,283945.0,301240.0,Fresh and Upgraded Only
8911,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,Home State,BC,Both Male and Female Seats,751641.0,751641.0,Fresh and Upgraded Only
8912,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,Home State,OPEN(GIRL),Female Seats,392623.0,392623.0,Fresh and Upgraded Only
8913,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,Home State,OPEN,Both Male and Female Seats,462904.0,473945.0,Fresh and Upgraded Only
8914,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,BC(AF),Both Male and Female Seats,321217.0,321217.0,Fresh and Upgraded Only
8915,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,BC(Girl),Female Seats,296510.0,296510.0,Fresh and Upgraded Only
8916,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,BC,Both Male and Female Seats,252243.0,258470.0,Fresh and Upgraded Only
8917,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,EWS(GL),Female Seats,249258.0,249566.0,Fresh and Upgraded Only
8918,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,228970.0,234515.0,Fresh and Upgraded Only
8919,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,293699.0,293699.0,Fresh and Upgraded Only
8920,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,214215.0,220815.0,Fresh and Upgraded Only
8921,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,214094.0,218964.0,Fresh and Upgraded Only
8922,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,182058.0,192044.0,Fresh and Upgraded Only
8923,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,BC(AF),Both Male and Female Seats,368854.0,382176.0,Fresh and Upgraded Only
8924,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,BC(Girl),Female Seats,373642.0,381646.0,Fresh and Upgraded Only
